2024-06-05 15:27:43,023 INFO    StreamThr :16912 [internal.py:wandb_internal():85] W&B internal server running at pid: 16912, started at: 2024-06-05 15:27:43.021611
2024-06-05 15:27:43,025 DEBUG   HandlerThread:16912 [handler.py:handle_request():158] handle_request: status
2024-06-05 15:27:43,031 INFO    WriterThread:16912 [datastore.py:open_for_write():87] open: c:\Users\user\Desktop\analysis\training\wandb\run-20240605_152743-zixi521a\run-zixi521a.wandb
2024-06-05 15:27:43,032 DEBUG   SenderThread:16912 [sender.py:send():378] send: header
2024-06-05 15:27:43,099 DEBUG   SenderThread:16912 [sender.py:send():378] send: run
2024-06-05 15:27:44,123 INFO    SenderThread:16912 [dir_watcher.py:__init__():211] watching files in: c:\Users\user\Desktop\analysis\training\wandb\run-20240605_152743-zixi521a\files
2024-06-05 15:27:44,123 INFO    SenderThread:16912 [sender.py:_start_run_threads():1123] run started: zixi521a with start time 1717586863.026909
2024-06-05 15:27:44,130 DEBUG   HandlerThread:16912 [handler.py:handle_request():158] handle_request: check_version
2024-06-05 15:27:44,130 DEBUG   SenderThread:16912 [sender.py:send_request():405] send_request: check_version
2024-06-05 15:27:44,934 DEBUG   HandlerThread:16912 [handler.py:handle_request():158] handle_request: run_start
2024-06-05 15:27:44,960 DEBUG   HandlerThread:16912 [system_info.py:__init__():26] System info init
2024-06-05 15:27:44,960 DEBUG   HandlerThread:16912 [system_info.py:__init__():41] System info init done
2024-06-05 15:27:44,960 INFO    HandlerThread:16912 [system_monitor.py:start():194] Starting system monitor
2024-06-05 15:27:44,960 INFO    SystemMonitor:16912 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-05 15:27:44,960 INFO    HandlerThread:16912 [system_monitor.py:probe():214] Collecting system info
2024-06-05 15:27:44,975 INFO    SystemMonitor:16912 [interfaces.py:start():188] Started cpu monitoring
2024-06-05 15:27:44,977 INFO    SystemMonitor:16912 [interfaces.py:start():188] Started disk monitoring
2024-06-05 15:27:44,980 INFO    SystemMonitor:16912 [interfaces.py:start():188] Started gpu monitoring
2024-06-05 15:27:44,997 INFO    SystemMonitor:16912 [interfaces.py:start():188] Started memory monitoring
2024-06-05 15:27:45,024 DEBUG   HandlerThread:16912 [system_info.py:probe():150] Probing system
2024-06-05 15:27:45,024 INFO    SystemMonitor:16912 [interfaces.py:start():188] Started network monitoring
2024-06-05 15:27:45,025 DEBUG   HandlerThread:16912 [system_info.py:_probe_git():135] Probing git
2024-06-05 15:27:45,135 DEBUG   HandlerThread:16912 [system_info.py:_probe_git():143] Probing git done
2024-06-05 15:27:45,135 DEBUG   HandlerThread:16912 [system_info.py:probe():198] Probing system done
2024-06-05 15:27:45,135 DEBUG   HandlerThread:16912 [system_monitor.py:probe():223] {'os': 'Windows-11-10.0.22631-SP0', 'python': '3.12.3', 'heartbeatAt': '2024-06-05T11:27:45.024102', 'startedAt': '2024-06-05T11:27:43.009625', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/Kowallskiy/analysis.git', 'commit': 'f28e61512ea03500f2b353dcee39916632384e2e'}, 'email': 'trane-101@yandex.ru', 'root': 'C:/Users/user/Desktop/analysis', 'host': 'DESKTOP-LBPCGCR', 'username': 'user', 'executable': 'c:\\Users\\user\\AppData\\Local\\Programs\\Python\\Python312\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2000.0, 'min': 0.0, 'max': 2000.0}, 'cpu_freq_per_core': [{'current': 2000.0, 'min': 0.0, 'max': 2000.0}], 'disk': {'/': {'total': 466.06249618530273, 'used': 99.66598129272461}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 15.71060562133789}}
